"time","lat","lon","resnet","hour","day"
"2018-12-02 00:00:00",36.5625,-101.25,0,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-95.625,0,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-90,0.046012743,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-84.375,0.05729244,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-78.75,0.05215926,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-73.125,0.060558866,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-67.5,0.11348221,"00","2018-12-02"
"2018-12-02 00:00:00",36.5625,-61.875,0.04694663,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-129.375,0.048186598,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-123.75,0.15058981,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-118.125,0,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-112.5,0,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-106.875,0,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-101.25,0,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-95.625,0,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-90,0.0107377564,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-84.375,0.038566405,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-78.75,0.05325004,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-73.125,0.027585856,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-67.5,0.035448457,"00","2018-12-02"
"2018-12-02 00:00:00",42.1875,-61.875,0.016135508,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-129.375,0.026765757,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-123.75,0.18945088,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-118.125,0.006178045,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-112.5,0,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-106.875,0,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-101.25,0,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-95.625,0,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-90,0.015307323,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-84.375,0.022248048,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-78.75,0.0091042166,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-73.125,0,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-67.5,0,"00","2018-12-02"
"2018-12-02 00:00:00",47.8125,-61.875,0.013315168,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-129.375,0.24290776,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-123.75,0.009546528,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-118.125,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-112.5,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-106.875,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-101.25,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-95.625,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-90,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-84.375,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-78.75,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-73.125,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-67.5,0,"00","2018-12-02"
"2018-12-02 00:00:00",53.4375,-61.875,0,"00","2018-12-02"
"2018-12-02 01:00:00",19.6875,-129.375,0.0118326476,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-123.75,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-118.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-106.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-101.25,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-95.625,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-90,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-84.375,0.0084151616,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-78.75,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-73.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-67.5,0.0082095714,"01","2018-12-02"
"2018-12-02 01:00:00",19.6875,-61.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-129.375,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-123.75,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-118.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-106.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-101.25,0.00064477717,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-95.625,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-90,0.01860304,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-84.375,0.0031212476,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-78.75,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-73.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-67.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",25.3125,-61.875,0.012584733,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-129.375,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-123.75,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-118.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-106.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-101.25,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-95.625,0.11880253,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-90,0.0035067555,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-84.375,0,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-78.75,0.11297282,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-73.125,0.037784904,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-67.5,0.08597858,"01","2018-12-02"
"2018-12-02 01:00:00",30.9375,-61.875,0.024656465,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-129.375,0.026311603,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-123.75,0.0044366963,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-118.125,0.0089608875,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-106.875,0.0020471452,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-101.25,0,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-95.625,0,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-90,0.04147582,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-84.375,0.054754433,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-78.75,0.026876098,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-73.125,0.08208465,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-67.5,0.091166183,"01","2018-12-02"
"2018-12-02 01:00:00",36.5625,-61.875,0.05670535,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-129.375,0.03702076,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-123.75,0.12630214,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-118.125,0.016324206,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-106.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-101.25,0,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-95.625,0,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-90,0.010179795,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-84.375,0.015835848,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-78.75,0.06318819,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-73.125,0.044563744,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-67.5,0.05619575,"01","2018-12-02"
"2018-12-02 01:00:00",42.1875,-61.875,0.033726907,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-129.375,0.019902005,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-123.75,0.19501837,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-118.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-106.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-101.25,0,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-95.625,0,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-90,0.015694581,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-84.375,0.023879044,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-78.75,0.015403793,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-73.125,0.006131247,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-67.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",47.8125,-61.875,0.010967552,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-129.375,0.23210058,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-123.75,0.01011124,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-118.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-112.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-106.875,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-101.25,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-95.625,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-90,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-84.375,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-78.75,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-73.125,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-67.5,0,"01","2018-12-02"
"2018-12-02 01:00:00",53.4375,-61.875,0,"01","2018-12-02"
"2018-12-02 02:00:00",19.6875,-129.375,0.013804866,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-123.75,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-118.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-106.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-101.25,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-95.625,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-90,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-84.375,0.0035576442,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-78.75,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-73.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-67.5,0.0013544042,"02","2018-12-02"
"2018-12-02 02:00:00",19.6875,-61.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-129.375,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-123.75,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-118.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-106.875,0.0029894167,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-101.25,0.0009649899,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-95.625,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-90,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-84.375,0.003541304,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-78.75,0.010046488,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-73.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-67.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",25.3125,-61.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-129.375,0,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-123.75,0,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-118.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-106.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-101.25,0.004873501,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-95.625,0.12301529,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-90,0.0077146506,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-84.375,0.0026600814,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-78.75,0.07930098,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-73.125,0.040658252,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-67.5,0.036896812,"02","2018-12-02"
"2018-12-02 02:00:00",30.9375,-61.875,0.016259147,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-129.375,0.012063271,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-123.75,0,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-118.125,0.011469256,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-106.875,0.0072824914,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-101.25,0,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-95.625,0,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-90,0.021796135,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-84.375,0.04131534,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-78.75,0.014598451,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-73.125,0.09953007,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-67.5,0.09550635,"02","2018-12-02"
"2018-12-02 02:00:00",36.5625,-61.875,0.06419732,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-129.375,0.042017282,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-123.75,0.12356862,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-118.125,0.019834653,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-106.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-101.25,0,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-95.625,0,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-90,0.0036983845,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-84.375,0.010672376,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-78.75,0.037127355,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-73.125,0.046203862,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-67.5,0.089638314,"02","2018-12-02"
"2018-12-02 02:00:00",42.1875,-61.875,0.039922434,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-129.375,0.018095179,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-123.75,0.18672043,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-118.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-106.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-101.25,0,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-95.625,0,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-90,0.0091869384,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-84.375,0.024090073,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-78.75,0.016197238,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-73.125,0.021853152,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-67.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",47.8125,-61.875,0.0057534126,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-129.375,0.21609908,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-123.75,0.00771551,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-118.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-112.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-106.875,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-101.25,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-95.625,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-90,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-84.375,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-78.75,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-73.125,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-67.5,0,"02","2018-12-02"
"2018-12-02 02:00:00",53.4375,-61.875,0,"02","2018-12-02"
"2018-12-02 03:00:00",19.6875,-129.375,0.004634763,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-123.75,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-118.125,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-106.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-101.25,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-95.625,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-90,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-84.375,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-78.75,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-73.125,0,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-67.5,0.0022498672,"03","2018-12-02"
"2018-12-02 03:00:00",19.6875,-61.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-129.375,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-123.75,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-118.125,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-106.875,0.0018300118,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-101.25,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-95.625,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-90,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-84.375,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-78.75,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-73.125,9.955183e-05,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-67.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",25.3125,-61.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-129.375,0,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-123.75,0,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-118.125,0,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-106.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-101.25,0.003501489,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-95.625,0.09899348,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-90,0.022581784,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-84.375,0.0059541464,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-78.75,0.023674301,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-73.125,0.062417024,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-67.5,0.022070218,"03","2018-12-02"
"2018-12-02 03:00:00",30.9375,-61.875,0.0039155602,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-129.375,0.019969822,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-123.75,0,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-118.125,0.010477501,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-106.875,0.01482803,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-101.25,0,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-95.625,0,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-90,0.008297418,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-84.375,0.053591956,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-78.75,0.011190822,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-73.125,0.13704207,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-67.5,0.10894084,"03","2018-12-02"
"2018-12-02 03:00:00",36.5625,-61.875,0.05618021,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-129.375,0.048314646,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-123.75,0.09937558,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-118.125,0.013457204,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-106.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-101.25,0,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-95.625,0,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-90,0.005171008,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-84.375,0.010234986,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-78.75,0.016769805,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-73.125,0.05154812,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-67.5,0.12551405,"03","2018-12-02"
"2018-12-02 03:00:00",42.1875,-61.875,0.069273333,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-129.375,0.019460157,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-123.75,0.19102026,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-118.125,0.006007194,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-106.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-101.25,0,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-95.625,0,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-90,0.007384368,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-84.375,0.019890253,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-78.75,0.016570286,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-73.125,0.02868179,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-67.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",47.8125,-61.875,0.0009083371,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-129.375,0.18200775,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-123.75,0.0017512473,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-118.125,0,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-112.5,0,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-106.875,0,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-101.25,0,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-95.625,0,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-90,0,"03","2018-12-02"
"2018-12-02 03:00:00",53.4375,-84.375,0,"03","2018-12-02"
